Type of property,Subtype of property,Price,State of the building,Surface of the plot,Surface of the land,Area,Number of rooms,Furnished,Fully equipped kitchen,Number of facades,Garden,Garden surface,Open fire,Terrace,Terrace surface,Investment property
House,House,345000,Good,520,330,213,3,0,0,4,1,190,0,0,,0
House,House,352800,As new,195,195,135,3,0,1,,1,,0,0,,0
House,House,352800,As new,195,195,135,3,0,1,,1,,0,0,,0
House,House,695000,As new,190,55,232,5,0,0,2,1,75,0,1,60,0
House,House,265000,Just renovated,74,34,155,2,0,0,,0,,0,1,40,0
House,House,445000,,416,416,215,4,0,0,3,0,,0,0,,0
House,House,240000,To be done up,530,530,170,4,0,0,4,0,,0,0,,0
House,House,,To renovate,284,284,72,5,0,0,,1,,0,0,,0
House,Villa,675000,,3390,220,240,4,0,1,4,1,3170,0,0,,0
House,House,875000,Good,240,240,265,3,0,0,3,1,,1,0,,0
House,House,178000,To renovate,156,156,137,2,0,0,3,0,,0,0,,0
House,House,264000,,53,43,120,3,0,0,2,0,,0,1,10,0
House,House,187000,,65,65,80,3,0,0,2,0,,0,0,,
House,House,219000,To be done up,90,55,115,3,0,0,2,1,35,0,0,,0
House,House,234000,As new,88,88,87,3,0,0,2,0,,0,0,,0
House,House,235000,To be done up,1090,1090,200,3,0,0,,1,,0,0,,0
House,Mixed-use building,239000,Good,,,195,1,1,1,2,0,,0,0,,1
House,House,245000,Good,,,,3,0,0,,0,,0,0,,0
House,House,255000,To renovate,490,290,160,4,0,0,4,1,200,0,0,,
House,House,269000,As new,694,694,195,4,0,0,,0,,0,0,,0
House,House,275000,To renovate,255,255,221,4,0,0,,0,,0,0,,0
House,House,289000,As new,136,96,134,3,0,1,2,1,40,0,0,,0
House,House,295000,Good,267,267,150,3,0,0,3,0,,0,0,,
House,Town-house,298500,Good,150,84,145,3,0,1,2,1,66,0,0,,0
House,House,349000,Good,652,652,141,4,0,0,3,1,,0,0,,0
,,,,,,,,0,0,,0,,0,0,,
House,Apartment block,360000,Good,120,120,250,3,0,0,2,0,,0,0,,1
House,House,368000,Good,163,163,,3,0,0,2,0,,0,0,,0
House,House,369000,,125,75,160,3,0,0,2,1,50,0,0,,
House,House,395000,To be done up,3500,3500,600,6,0,0,,1,,0,0,,0
House,Villa,395000,Good,737,0,312,6,0,0,4,1,737,0,0,,0
House,House,399000,,1132,1117,185,2,0,1,4,0,,0,1,15,0
House,Villa,399000,As new,569,569,,3,0,0,4,1,,0,0,,0
House,House,449000,Good,872,872,292,4,0,1,4,0,,0,0,,0
House,Villa,465000,To renovate,1600,1600,200,4,0,0,4,0,,0,0,,0
House,House,495000,As new,409,223,249,2,0,1,3,1,160,1,1,26,0
House,House,499000,To be done up,4114,4114,600,6,0,0,,1,,0,0,,0
House,Mansion,,Just renovated,69,69,131,3,0,0,2,0,,0,0,,0
House,House,549000,As new,636,636,307,5,0,0,4,1,,1,0,,0
House,House,550000,Good,1333,1333,285,4,0,1,4,0,,0,0,,0
House,House,595000,Good,1095,1095,430,5,0,1,4,0,,0,0,,0
House,House,599000,,997,997,462,5,0,1,4,0,,0,0,,0
House,House,599000,Good,938,938,300,,0,0,4,0,,0,0,,0
House,Country house,778000,As new,15000,15000,330,4,0,0,4,0,,0,0,,0
House,Exceptional property,930000,To renovate,18145,18025,460,6,0,0,4,0,,0,1,120,0
House,Villa,995000,Good,3044,2959,780,8,0,1,4,0,,0,1,85,0
House,Exceptional property,1175000,As new,498,248,216,2,0,1,,1,240,1,1,10,0
House,Villa,1215000,As new,2492,2492,387,4,0,1,4,0,,0,0,,0
House,House,1295000,Good,2943,2943,515,5,0,1,4,0,,0,0,,0
House,Mansion,1540000,Just renovated,1750,320,590,5,0,1,4,1,1370,0,1,60,0
House,House,225000,As new,209,0,108,2,0,0,,1,209,0,0,,0
House,House,265000,Good,,,,3,0,0,3,0,,0,0,,0
House,House,287500,Good,930,930,,3,0,0,4,1,,0,0,,0
House,House,,As new,460,438,155,3,0,0,3,1,,0,1,22,0
House,House,335000,Just renovated,275,275,,3,0,0,3,0,,0,0,,0
House,House,428000,As new,298,298,,4,0,1,3,0,,0,0,,0
House,Villa,,,2750,300,405,5,0,1,4,1,2450,0,0,,0
House,House,315000,,149,82,243,4,0,0,3,1,67,0,0,,0
House,House,424500,,269,252,219,3,0,0,2,1,,0,1,17,0
House,Mixed-use building,499000,Good,380,380,660,,0,0,3,0,,0,0,,1
House,Country house,,To be done up,5234,5234,,4,0,0,,1,,0,0,,0
,,,,,,,,0,0,,0,,0,0,,
House,House,279000,To renovate,1644,1644,140,3,0,0,4,1,,0,0,,0
House,Villa,749999,Good,640,365,308,4,0,1,4,1,275,0,0,,0
House,House,315000,,352,352,169,3,0,0,3,1,,0,0,,0
House,House,325000,,335,335,168,3,0,0,3,1,,0,0,,0
House,House,329000,As new,294,274,140,3,0,0,3,0,,0,1,20,0
House,House,339000,As new,326,306,165,3,0,0,3,0,,0,1,20,0
House,House,339000,As new,302,282,165,3,0,0,3,0,,0,1,20,0
House,Mansion,670000,Good,,,183,4,0,1,2,1,48,0,0,,0
House,House,359000,As new,120,80,120,5,0,0,2,1,40,0,0,,0
House,Chalet,30000,To renovate,161,161,45,2,0,0,4,0,,0,0,,0
House,Chalet,58000,To be done up,306,306,88,1,0,0,4,0,,0,0,,0
House,House,219000,To renovate,80,80,96,4,0,0,2,0,,0,0,,0
House,House,225000,Good,132,132,126,2,0,0,2,0,,0,0,,0
House,House,229000,To be done up,254,254,101,3,0,0,2,0,,0,0,,0
House,House,234000,To be done up,210,210,150,3,0,0,2,0,,0,0,,0
House,House,235000,,85,85,158,4,0,0,,1,,0,0,,0
House,House,235000,,85,85,158,3,0,0,,1,,0,0,,0
House,House,240000,,103,103,,3,0,0,3,0,,0,0,,0
House,Mixed-use building,249000,Just renovated,46,46,162,3,0,0,2,0,,0,0,,1
House,House,249000,Just renovated,453,451,110,2,0,0,3,1,1,0,1,1,0
House,House,259000,,107,107,179,2,0,0,2,0,,0,0,,0
House,House,260000,To renovate,904,904,122,3,0,0,4,0,,0,0,,0
House,House,286000,As new,870,-20,88,2,0,1,4,1,870,0,1,20,
House,House,289000,To renovate,442,442,150,3,0,0,,1,,0,0,,0
House,House,295000,,384,384,195,4,0,0,4,0,,0,0,,0
House,Mixed-use building,300000,To renovate,103,103,200,5,0,0,2,0,,0,0,,1
House,House,304900,,314,314,143,3,0,0,3,0,,0,0,,0
House,House,315000,To be done up,884,884,235,3,0,0,4,0,,0,0,,0
House,House,319000,To be done up,,,,3,0,0,,1,,0,0,,0
House,House,324900,Good,941,927,148,3,0,0,2,0,,0,1,14,0
House,House,325000,To renovate,115,34,305,4,0,0,,1,,0,1,81,0
House,House,335000,To be done up,249,189,,3,0,0,3,1,60,0,0,,0
House,House,339000,As new,150,90,200,5,0,0,3,1,60,1,0,,0
House,Farmhouse,349000,To renovate,1400,1400,201,4,0,0,,1,,0,0,,0
House,House,350000,Good,105,80,140,4,0,0,2,0,,0,1,25,1
House,House,350000,Good,812,812,179,3,0,0,,0,,1,0,,0
House,House,355000,Just renovated,190,190,178,3,0,0,2,0,,0,0,,0
House,Apartment block,399000,Good,245,235,487,4,0,0,2,0,,0,1,10,1
House,Mixed-use building,399000,,357,357,300,4,0,0,,0,,0,0,,1
,,,,,,,,0,0,,0,,0,0,,
House,House,420000,Just renovated,990,274,,4,0,0,4,1,686,0,1,30,0
House,House,420000,Just renovated,430,430,160,3,0,0,3,0,,0,0,,0
House,House,495000,Good,1860,1860,175,4,0,0,4,0,,0,0,,0
House,House,515000,Good,864,864,163,3,0,0,4,0,,0,0,,0
House,House,528000,As new,286,286,220,4,0,0,3,0,,0,0,,0
House,House,549000,,7800,7800,,2,0,0,4,0,,0,0,,0
House,House,560000,To renovate,785,785,280,4,0,0,4,0,,0,0,,0
House,House,650000,Good,5416,5416,157,3,0,0,4,0,,0,0,,0
House,Villa,695000,Good,2862,2862,270,5,0,0,4,0,,0,0,,0
House,House,780000,Good,450,450,289,5,0,0,2,0,,0,0,,0
House,Villa,845000,As new,817,817,384,8,0,0,4,0,,1,0,,0
House,Villa,895000,As new,1450,1450,481,4,0,0,4,0,,1,0,,0
House,Villa,1275000,Good,9847,9847,410,4,0,0,4,0,,0,0,,0
House,Mixed-use building,1300000,,915,915,,,0,0,4,1,,0,0,,1
House,House,1315000,As new,153,138,354,5,0,0,2,0,,1,1,15,0
House,Villa,1620000,Good,1352,1352,660,6,0,0,4,1,,1,0,,0
House,Apartment block,1835000,Good,225,161,560,7,0,1,2,0,,0,1,64,1
House,House,170000,To renovate,1020,85,92,1,0,0,3,1,935,0,0,,
House,House,209000,Good,847,0,119,4,0,0,3,1,847,0,0,,0
House,House,272000,Good,75,75,,3,0,0,2,1,,0,0,,0
House,House,304500,,132,132,153,3,0,0,2,0,,0,0,,0
House,House,349000,As new,327,327,154,3,0,1,3,0,,0,0,,0
House,House,670000,Just renovated,112,76,270,4,0,1,3,1,20,0,1,16,0
House,Exceptional property,1975000,,5561,5561,510,3,0,0,4,0,,0,0,,0
House,Mansion,334000,To renovate,198,98,223,6,0,0,2,1,100,0,0,,
House,House,369000,As new,171,136,159,3,0,1,2,1,35,0,0,,0
House,Villa,1295000,Good,1084,1084,605,4,0,0,4,1,,0,0,,0
House,House,274000,,229,229,125,3,0,0,2,1,,0,0,,0
House,House,,As new,206,206,162,3,0,0,,0,,0,0,,0
House,House,375000,To renovate,600,225,131,3,0,0,4,1,375,0,0,,0
House,Town-house,399000,Good,,,246,4,0,1,2,1,125,0,0,,0
House,House,240000,Just renovated,122,122,104,2,0,0,,0,,0,0,,0
House,House,424500,,264,174,162,3,0,1,,1,90,0,0,,0
House,Villa,1349000,,2000,2000,460,4,0,0,,1,,1,0,,0
House,House,135000,To renovate,70,58,75,1,0,1,3,0,,0,1,12,1
House,House,159000,To renovate,40,40,90,3,0,0,2,0,,0,0,,0
House,House,175000,To renovate,62,62,83,2,0,0,2,0,,0,0,,0
House,House,195000,To renovate,,,118,2,0,0,1,0,,0,0,,0
House,House,225000,To renovate,130,130,150,4,0,0,2,0,,0,0,,0
House,House,229000,To be done up,138,78,120,2,0,0,2,1,40,0,1,20,0
House,House,249000,To be done up,55,55,110,3,0,0,2,0,,0,0,,1
House,Mixed-use building,255000,To renovate,139,129,,3,0,0,2,0,,0,1,10,1
House,House,259000,Just renovated,119,119,134,3,0,0,,1,,0,0,,0
House,House,260000,To renovate,752,752,,5,0,0,4,1,,0,0,,0
House,House,274000,To be done up,1052,1052,,3,0,1,4,0,,0,0,,0
House,House,275000,Good,1200,0,136,2,0,0,3,1,1200,0,0,,0
House,House,279000,To be done up,696,696,137,3,0,0,3,0,,0,0,,0
House,House,279000,To be done up,,,140,3,0,0,,0,,0,0,,0
House,House,295000,Just renovated,144,114,,3,0,0,1,1,30,0,0,,0
House,House,299000,Good,155,155,168,3,0,0,2,0,,0,0,,0
House,House,299900,Good,122,67,187,4,0,0,2,1,42,0,1,13,0
House,House,310000,As new,272,67,164,3,0,0,3,1,185,0,1,20,0
House,Country house,315000,As new,,,115,2,0,1,,1,30,0,1,20,0
House,Mixed-use building,339000,,165,165,298,3,0,1,2,0,,0,0,,1
House,House,375000,As new,65,65,170,2,0,0,2,0,,0,0,,
House,Villa,375000,To be done up,1464,1464,285,3,0,0,,1,,0,0,,0
House,House,379000,Good,2455,2455,162,3,0,0,4,0,,0,0,,0
House,House,390000,To be done up,87,87,261,6,0,0,2,0,,0,0,,1
House,House,410000,Just renovated,188,113,,,0,0,2,1,75,0,0,,0
House,House,425000,,927,927,190,4,0,1,4,0,,0,0,,0
House,House,425000,Good,1350,1350,169,3,0,1,4,0,,0,0,,0
House,House,425000,Good,1125,1125,223,4,0,1,4,0,,0,0,,0
House,House,425000,Good,520,520,,4,0,0,3,0,,0,0,,0
House,House,429000,Just renovated,215,215,250,4,0,1,2,0,,0,0,,0
House,House,430000,To be done up,1073,1073,,2,0,0,4,0,,0,0,,0
House,Country house,450000,Good,2200,2200,270,4,0,0,4,0,,0,0,,0
,,,,,,,,0,0,,0,,0,0,,
House,House,490000,Good,200,110,270,3,0,0,2,1,90,0,0,,0
House,House,535000,,1075,1075,152,3,0,1,4,0,,0,0,,1
House,House,539000,To be done up,238,238,289,4,0,0,3,0,,0,0,,0
House,Apartment block,565000,As new,47,47,217,5,0,0,2,0,,0,0,,1
House,Mansion,575000,Good,,,354,4,0,0,2,0,,1,0,,0
House,Apartment block,645000,Good,84,84,248,9,0,0,3,0,,0,0,,1
House,Villa,840400,To renovate,2422,2422,266,4,0,0,4,1,,1,0,,0
House,Apartment block,850000,Good,88,88,,4,0,0,3,0,,0,0,,1
House,House,1075000,As new,142,102,285,6,0,1,2,1,40,0,0,,0
House,Villa,1095000,Good,1973,358,438,5,0,1,4,1,1535,0,1,80,0
House,Exceptional property,1495000,As new,1240,1240,520,4,0,1,3,0,,0,0,,0
House,Villa,1495000,As new,2991,2991,468,5,0,0,4,0,,0,0,,0
House,Villa,1500000,To renovate,7700,700,450,6,0,0,4,1,7000,0,0,,0
House,House,269000,To renovate,141,141,175,3,0,0,2,0,,0,0,,0
House,House,359000,,194,194,180,3,0,0,,1,,0,0,,0
House,House,389000,Just renovated,195,45,160,3,0,1,3,1,120,0,1,30,0
,,,,,,,,0,0,,0,,0,0,,
House,Mansion,355000,Just renovated,82,59,,3,0,1,3,0,,0,1,23,0
House,House,305000,,97,45,182,4,0,0,2,1,38,0,1,14,0
House,House,307178,As new,451,451,153,3,0,0,,1,,0,0,,0
House,House,349000,,227,120,213,5,0,0,3,1,80,0,1,27,0
House,House,369000,Good,254,55,162,4,0,0,2,1,169,1,1,30,0
House,House,407000,To be done up,210,150,300,4,0,0,4,1,60,0,0,,0
House,Villa,650000,Good,800,418,400,5,0,0,4,1,350,1,1,32,0
House,Apartment block,,Good,113,113,,4,0,0,1,0,,0,0,,1
House,House,399000,Good,,,200,3,0,0,,0,,0,0,,0
House,House,300000,Good,135,50,130,2,0,0,2,1,65,0,1,20,0
House,House,450000,Good,207,207,195,3,0,0,2,0,,0,0,,0
House,House,269000,Just renovated,148,136,,2,0,0,,1,12,0,0,,0
House,House,335000,Good,240,240,,4,0,0,2,0,,0,0,,
House,Country house,995000,Good,34000,34000,240,2,0,0,4,0,,1,0,,0
House,House,459000,To be done up,660,439,240,4,0,0,3,1,220,0,1,1,0
House,House,359000,Good,,,,3,0,0,,0,,0,0,,0
House,House,358000,Good,,,,3,0,0,2,0,,0,0,,0
House,House,179000,To renovate,527,527,,2,0,1,4,0,,0,0,,0
House,House,254000,To renovate,337,337,147,4,0,0,3,0,,0,0,,0
House,House,269000,To be done up,175,175,180,2,0,0,,1,,0,0,,0
House,Mansion,275000,To renovate,299,164,,3,0,0,,1,135,0,0,,0
House,House,288000,As new,1100,-20,88,2,0,1,4,1,1100,0,1,20,
House,House,310000,To renovate,126,76,170,4,0,0,2,1,50,0,0,,0
House,House,315000,,72,72,160,3,0,0,,0,,0,0,,0
House,House,325000,As new,180,180,145,3,0,0,3,0,,0,0,,0
House,House,340000,,76,68,152,5,0,1,2,1,8,0,0,,0
House,House,348000,To renovate,795,125,130,4,0,0,3,1,650,0,1,20,0
House,House,350000,As new,136,136,276,4,0,0,,0,,0,0,,0
House,House,355000,Just renovated,271,271,,3,0,0,,0,,0,0,,0
House,House,360000,As new,162,161,145,2,0,0,,0,,0,1,1,0
House,House,360000,To renovate,454,226,320,2,0,0,2,1,228,0,0,,0
House,House,362500,As new,250,250,240,4,0,0,,1,,0,0,,0
House,House,364900,Just renovated,60,54,122,3,0,0,2,1,6,0,0,,0
House,Mixed-use building,365000,As new,66,66,240,3,0,0,2,0,,0,0,,1
House,House,365000,To renovate,881,868,125,2,0,0,,1,,0,1,13,0
,,,,,,,,0,0,,0,,0,0,,
House,Mixed-use building,378000,,115,115,120,2,0,0,,0,,0,0,,1
House,House,385000,As new,360,360,196,3,0,1,3,0,,0,0,,0
House,House,395000,,207,79,121,3,0,0,2,1,120,0,1,8,0
House,Town-house,399000,As new,162,84,143,4,0,0,2,1,70,0,1,8,
House,House,399000,As new,359,359,180,3,0,1,3,0,,0,0,,0
House,Town-house,399900,As new,165,45,165,2,0,0,2,1,84,0,1,36,0
House,House,439000,Just renovated,1330,1330,235,4,0,1,4,0,,0,0,,0
House,Mansion,445000,Good,430,420,261,4,0,0,4,1,,0,1,10,
House,House,448000,Good,450,450,276,2,0,0,4,0,,0,0,,0
House,House,449000,As new,984,984,214,3,0,0,4,1,,0,0,,0
House,House,449000,As new,984,984,214,3,0,0,4,1,,0,0,,0
House,House,485000,,373,373,,3,0,0,,0,,0,0,,0
House,House,485000,As new,360,198,180,3,0,1,3,1,126,0,1,36,
House,House,498000,,1000,1000,168,5,0,1,4,0,,0,0,,0
House,Villa,550000,,1035,1035,137,2,0,0,,1,,0,0,,0
House,Country house,595000,Good,5710,5710,257,2,0,0,4,0,,0,0,,0
House,House,595000,,370,370,570,6,0,0,,1,,0,0,,0
House,Apartment block,649000,Good,140,140,367,6,0,0,3,0,,0,0,,1
House,Villa,695000,Good,1607,1607,425,4,0,0,4,0,,0,0,,0
House,Villa,775000,,3318,3318,334,6,0,0,4,0,,0,0,,0
House,Villa,1285000,As new,966,900,641,6,1,1,4,0,,0,1,66,0
House,House,184000,,102,82,103,2,0,0,3,0,,0,1,20,0
House,House,245000,To renovate,143,51,115,4,0,0,2,1,92,0,0,,0
House,House,283000,,105,60,180,3,0,0,2,1,45,0,0,,0
House,House,346000,As new,350,330,130,3,0,0,3,1,,0,1,20,0
House,House,249000,,355,5,120,4,0,1,2,1,280,0,1,70,0
House,House,244000,,446,446,166,3,0,0,4,0,,0,0,,0
House,House,295000,,46,46,139,5,0,0,,1,,0,0,,0
House,Apartment block,996000,Good,320,320,284,10,0,0,,0,,0,0,,1
House,House,200000,To renovate,489,109,100,2,0,0,3,1,380,0,0,,0
House,Mansion,376000,,216,80,216,4,0,0,2,1,136,0,0,,0
,,,,,,,,0,0,,0,,0,0,,
House,House,259000,,952,952,154,3,0,0,3,0,,0,0,,0
House,House,649001350,Good,429,79,100,2,0,0,4,1,350,0,0,,0
House,House,199000,Just renovated,,,113,2,0,0,2,0,,0,0,,0
House,House,205000,To renovate,490,490,140,2,0,0,,1,,0,0,,0
House,House,209000,Just renovated,35,35,100,3,0,0,1,0,,0,0,,
House,House,215000,To renovate,1267,1267,270,5,0,0,4,0,,0,0,,0
House,House,225000,To renovate,288,268,156,3,0,0,3,0,,0,1,20,0
House,House,225000,,332,332,141,3,0,0,3,0,,0,0,,0
House,House,249000,Good,87,58,141,3,0,0,3,0,,0,1,29,0
House,House,250000,Good,100,67,140,3,0,0,2,1,25,0,1,8,0
House,House,264500,To be done up,285,265,,2,0,0,2,0,,0,1,20,0
House,House,269000,Just renovated,145,104,131,2,0,0,2,1,41,0,0,,
House,House,270000,To be done up,640,640,110,3,0,0,4,0,,0,0,,
House,House,275000,Good,,,161,3,0,0,3,0,,0,0,,0
House,House,294000,As new,260,260,127,3,0,1,2,0,,0,0,,0
House,Town-house,299000,,217,93,150,3,0,0,2,1,100,0,1,24,0
House,House,300000,As new,150,150,160,4,0,0,2,0,,0,0,,0
House,House,320000,,84,56,136,5,0,0,,1,28,0,0,,0
House,House,320000,Good,132,86,149,3,0,0,2,1,26,0,1,20,0
House,House,329000,As new,460,460,168,2,0,1,3,0,,0,0,,0
House,House,330000,,740,240,150,3,0,0,4,1,500,0,0,,
House,House,350000,,180,90,162,3,0,0,3,1,90,0,0,,0
House,House,365000,Good,600,600,225,4,0,0,3,0,,0,0,,0
House,Mixed-use building,374000,To renovate,1668,1668,435,8,0,0,4,0,,0,0,,1
House,House,375000,As new,225,158,169,4,0,1,2,1,42,0,1,25,0
House,House,425000,,1086,1086,230,4,0,0,4,0,,1,0,,0
House,Mixed-use building,425000,As new,400,368,235,5,0,1,2,0,,0,1,32,1
House,House,425000,As new,400,368,235,5,0,1,2,0,,0,1,32,0
House,House,429000,Just renovated,262,72,220,3,0,1,3,1,160,0,1,30,0
House,House,449000,As new,429,309,200,5,0,0,3,1,120,0,0,,0
House,House,463000,As new,483,483,,4,0,0,4,0,,0,0,,0
House,Mixed-use building,464000,,1451,1451,200,3,0,0,4,1,,0,0,,1
House,Mansion,495000,,55,46,227,5,0,0,2,0,,0,1,9,0
House,Mixed-use building,525000,,,,362,10,0,0,2,0,,0,0,,1
House,Apartment block,525000,,,,362,10,0,0,2,0,,0,0,,1
House,Mansion,649000,Just renovated,69,69,220,5,0,0,,0,,0,0,,0
House,Exceptional property,649000,As new,,,211,4,0,1,2,1,90,0,0,,0
House,Mixed-use building,649000,Good,124,113,323,6,0,0,2,0,,0,1,11,1
House,House,795000,,3749,3749,328,4,0,1,4,0,,0,0,,0
House,Mansion,875000,,130,90,266,5,0,0,2,1,40,0,0,,0
House,Villa,1285000,As new,1593,1593,506,4,0,0,4,0,,0,0,,
House,Mixed-use building,1350000,Good,,,440,4,0,1,2,0,,0,0,,1
House,Apartment block,2150000,,605,605,1100,,0,0,3,0,,0,0,,1
House,House,2500000,Good,515,303,800,5,0,0,2,1,212,0,0,,0
,RESIDENTIE BERTHOUT STADS,220181258600,,,,,,0,0,,0,,0,0,,0
,"Maasstraat , 2300 Turnhou",249000290000,,,,,,0,0,,0,,0,0,,0
,Olen Pastoriestraat,299000,,,,,,0,0,,0,,0,0,,0
,TREMPT LOTEN 6 TOT 11,304500,,,,,,0,0,,0,,0,0,,0
,Project Draeybomen,319591362457,,,,,,0,0,,0,,0,0,,0
,Meeren,370000419000,,,,,,0,0,,0,,0,0,,0
,2 BEN HOB's in het landel,379000382000,,,,,,0,0,,0,,0,0,,0
,ELISA,382000462000,,,,,,0,0,,0,,0,0,,0
House,New real estate project - Houses,385000410000,,,,,,0,0,,0,,0,0,,0
,'t Arsenaal,385000,,,,,,0,0,,0,,0,0,,0
,Ecowijk Vossenven,385000580000,,,,,,0,0,,0,,0,0,,0
,Nieuwbouwproject,397500,,,,,,0,0,,0,,0,0,,0
,Ienemienemutte Weert,399000499000,,,,,,0,0,,0,,0,0,,0
,"Kerkendijk 9, 2460 Kaster",475000,,,,,,0,0,,0,,0,0,,0
House,House,294000,,,,100,2,0,0,,0,,0,0,,0
House,Mixed-use building,295000,To renovate,300,300,395,3,0,0,2,0,,0,0,,1
House,House,298000,,,,105,2,0,0,,0,,0,0,,0
House,House,305000,,,,100,2,0,0,,0,,0,0,,0
House,House,309000,,,,105,2,0,0,,0,,0,0,,0
House,House,312000,,,,100,2,0,0,,0,,0,0,,0
House,House,415000,To be done up,670,644,195,4,0,1,4,0,,0,1,26,0
House,House,495000,As new,423,151,206,3,0,1,3,1,260,0,1,12,
House,Villa,1395000,As new,2245,230,411,4,0,0,4,1,2015,0,0,,
House,House,412973,As new,521,82,164,3,0,1,2,1,439,0,0,,0
House,House,412973,As new,518,82,164,3,0,1,2,1,436,0,0,,0
House,House,229000,Just renovated,41,41,115,3,0,0,2,0,,0,0,,0
House,House,269000,To renovate,1241,1241,,3,0,0,4,0,,0,0,,0
House,Exceptional property,379500,Good,327,320,,2,0,1,2,0,,1,1,7,
House,Mansion,749000,As new,150,150,305,4,0,0,2,0,,0,0,,0
House,House,365000,,70,70,210,5,0,0,,0,,0,0,,0
House,House,310000,As new,105,85,120,2,0,0,3,1,20,0,0,,0
House,House,385000,To renovate,553,147,300,6,0,0,,1,393,0,1,13,0
House,House,325000,As new,227,227,234,3,0,0,2,0,,0,0,,0
House,House,345000,To be done up,125,90,180,5,0,0,,1,35,0,0,,0
House,House,479000,As new,52,52,150,3,0,0,,0,,0,0,,0
House,House,239000,,1046,1046,140,3,0,0,3,0,,0,0,,0
House,House,375000,,527,527,217,5,0,0,3,0,,0,0,,0
House,House,199000,To renovate,210,210,120,2,0,0,,1,,0,0,,0
House,House,215000,To renovate,510,510,150,3,0,0,,0,,0,0,,0
House,House,225000,To renovate,157,157,152,4,0,0,2,0,,0,0,,0
House,House,225000,To be done up,200,165,,4,0,1,2,0,,0,1,35,0
House,House,239000,,623,623,125,3,0,1,3,0,,0,0,,0
House,House,242400,,213,213,128,3,0,0,3,0,,0,0,,0
House,House,249500,Just renovated,75,60,100,2,0,1,2,0,,0,1,15,0
House,House,259000,,100,100,140,3,0,0,,1,,0,0,,0
House,Mixed-use building,259000,,100,100,240,4,0,1,3,0,,0,0,,1
House,House,260000,,120,120,129,2,0,0,2,0,,0,0,,0
House,House,265000,To be done up,220,220,151,4,0,0,2,0,,0,0,,0
House,House,269000,,300,140,80,2,0,1,3,1,145,0,1,15,0
House,House,275000,To renovate,518,518,190,3,0,0,,1,,0,0,,0
House,House,289000,Good,185,185,150,2,0,0,,1,,0,0,,0
House,House,295000,Good,122,122,,4,0,0,,0,,0,0,,0
House,House,297000,Just renovated,80,80,142,3,0,0,,1,,0,0,,0
House,House,310000,,705,705,162,3,0,0,3,0,,0,0,,0
House,House,318300,As new,133,133,,3,0,1,,0,,0,0,,0
House,House,330000,,840,40,120,3,0,0,3,1,800,0,0,,0
House,House,345000,Good,210,210,172,3,0,0,,1,,0,0,,0
House,House,349000,,1000,1000,170,4,0,0,4,0,,0,0,,0
House,House,355000,To renovate,260,260,260,6,0,0,,0,,0,0,,0
House,House,362000,Just renovated,170,170,150,6,0,0,,0,,0,0,,1
House,Villa,380000,Good,1516,1516,207,3,0,1,4,0,,0,0,,0
House,House,399000,As new,228,228,151,3,0,1,3,0,,0,0,,0
House,House,400000,To be done up,3376,3376,156,3,0,0,3,0,,0,0,,0
House,House,435000,As new,266,266,,5,0,0,1,1,,0,0,,0
House,House,448000,,825,825,178,4,0,1,4,0,,0,0,,0
House,Villa,449000,As new,385,385,238,3,0,0,,1,,0,0,,0
House,Villa,499000,,3000,3000,310,5,0,0,4,0,,0,0,,0
House,Mixed-use building,520000,To renovate,53,53,159,2,0,0,2,0,,0,0,,1
House,Mixed-use building,527000,,947,947,370,5,0,0,3,0,,0,0,,1
House,Exceptional property,585000,,11982,11982,500,3,0,0,4,1,,1,0,,0
House,House,595000,,575,171,160,3,0,0,2,1,380,0,1,24,0
House,House,725000,As new,2336,2336,420,5,0,0,,0,,0,0,,0
House,House,795000,,2408,2408,347,7,0,0,4,0,,0,0,,0
House,House,825000,,2273,2273,450,5,0,1,4,0,,0,0,,0
House,Villa,895000,As new,1500,1500,300,3,0,1,4,0,,0,0,,0
House,Exceptional property,1095000,To be done up,67435,67435,365,6,0,1,4,0,,0,0,,0
House,House,1490000,,37810,37810,870,5,0,0,4,0,,0,0,,0
House,Exceptional property,2995000,Good,52841,52841,,3,0,0,4,1,,1,0,,0
House,Villa,549000,As new,670,670,,4,0,0,4,1,,0,0,,
House,House,299000,,210,49,219,3,0,0,2,1,137,0,1,24,0
House,House,309000,Good,402,102,199,3,0,0,3,1,300,0,0,,0
House,Town-house,325000,,177,177,300,3,0,0,2,0,,0,0,,0
