Type of property,Subtype of property,Price,State of the building,Surface of the plot,Surface of the land,Area,Number of rooms,Furnished,Fully equipped kitchen,Number of facades,Garden,Garden surface,Open fire,Terrace,Terrace surface,Investment property
House,Apartment block,789000,Good,468,468,,5,0,0,3,0,,0,0,,1
House,House,310000,Good,105,98,185,3,0,0,,0,,0,1,7,0
House,House,410000,Just renovated,258,258,,3,0,0,3,1,,0,0,,0
House,House,269000,Good,114,0,143,3,0,0,2,1,114,0,0,,0
House,House,295000,Good,105,93,159,3,0,1,2,0,,0,1,12,0
House,House,380000,Just renovated,1131,1131,290,4,0,0,4,0,,0,0,,0
House,House,395000,Good,300,109,180,4,0,0,1,1,180,0,1,11,0
House,Exceptional property,630000,To renovate,1806,166,300,5,0,0,4,1,1610,0,1,30,0
House,Mixed-use building,199900,Good,,,89,2,0,0,2,0,,0,1,6,1
House,House,235000,As new,112,112,105,3,0,1,3,0,,0,0,,0
House,House,239000,Good,130,130,120,3,0,0,2,1,,0,0,,
House,Mixed-use building,249000,Good,89,79,200,2,0,0,2,0,,0,1,10,1
House,House,249000,Just renovated,45,45,96,2,0,0,2,0,,0,0,,0
House,House,250000,To renovate,536,536,200,2,0,0,,0,,0,0,,0
House,House,255000,Good,221,108,148,3,0,0,2,1,113,0,0,,0
House,House,265000,Good,,,130,2,0,0,2,1,90,0,0,,0
House,House,265000,Just renovated,105,105,110,3,0,0,2,0,,0,0,,
House,House,275000,Just renovated,240,240,181,3,0,0,3,1,,0,0,,
House,House,335000,As new,75,75,160,4,0,0,2,0,,0,0,,
House,Town-house,349000,Good,184,102,176,3,0,0,2,0,,0,1,82,0
House,House,369000,Good,268,103,185,3,0,0,2,1,165,0,0,,0
House,House,385000,Good,354,144,240,3,0,0,2,1,210,0,0,,0
House,House,395000,To renovate,317,317,183,2,0,0,3,1,,0,0,,0
House,House,395000,Good,304,274,226,5,0,0,3,1,,0,1,30,
House,House,399000,Good,238,238,210,4,0,0,2,0,,0,0,,0
House,House,409000,Just renovated,160,80,164,3,0,1,2,1,80,0,0,,0
House,Exceptional property,425000,Good,45,45,148,5,0,0,2,0,,0,0,,
House,House,439000,As new,426,187,241,5,0,0,3,1,218,0,1,21,0
House,Mixed-use building,439000,To renovate,,,240,6,0,0,2,1,20,0,1,14,1
House,House,448000,As new,299,235,153,2,0,1,3,0,,0,1,64,0
House,House,460000,Good,360,360,202,4,0,0,3,0,,0,0,,0
House,House,463000,Good,740,740,140,2,0,0,4,0,,0,0,,0
House,House,485000,As new,240,165,360,6,0,1,2,1,75,0,0,,0
House,House,486000,As new,246,246,285,5,0,1,2,0,,0,0,,
House,House,570000,Good,657,242,183,3,0,1,4,1,415,0,0,,0
House,Villa,695000,To be done up,519,162,435,7,0,0,4,1,357,0,0,,0
House,House,850000,As new,75,50,217,3,0,1,2,1,25,0,0,,0
House,Exceptional property,950000,As new,138,85,208,4,0,1,2,1,53,0,0,,0
House,Exceptional property,1150000,Good,260,134,586,6,0,1,2,1,91,0,1,35,0
House,Apartment block,1600000,As new,340,245,705,15,0,0,2,1,95,0,0,,1
House,Villa,1650000,Good,823,823,726,7,0,0,4,1,,0,0,,0
House,Mansion,2500000,Just renovated,308,308,624,5,0,0,2,0,,1,0,,0
House,House,275000,To renovate,,,173,4,0,0,2,0,,0,1,90,0
House,House,425000,,350,190,164,4,0,0,2,1,135,0,1,25,0
House,House,289000,To renovate,679,679,140,2,0,0,3,0,,0,0,,0
House,House,395000,Good,1244,1244,230,4,0,1,4,0,,0,0,,0
House,House,515000,As new,317,107,240,5,0,0,3,1,180,1,1,30,0
House,House,517500,Good,840,190,184,2,0,0,4,1,650,0,0,,0
House,House,567500,Good,840,184,221,4,0,0,4,1,620,1,1,36,0
House,House,420000,As new,83,83,148,4,0,0,1,0,,0,0,,0
House,House,270000,Good,257,134,152,3,0,1,2,1,100,0,1,23,0
House,House,275000,Good,660,660,130,3,0,0,3,1,,0,0,,0
House,House,389000,As new,186,70,130,3,0,1,2,1,100,0,1,16,0
House,House,498000,As new,689,689,246,3,0,1,4,0,,0,0,,0
House,House,420000,Good,820,820,194,3,0,1,4,0,,0,0,,0
House,Town-house,,As new,66,66,130,2,0,0,,1,,0,0,,0
House,House,535000,Good,1452,1452,195,3,0,1,4,0,,0,0,,0
House,House,158000,To renovate,546,546,126,3,0,0,,1,,0,0,,0
House,House,225000,To renovate,620,305,180,3,0,0,3,1,315,0,0,,0
House,House,227000,To be done up,115,115,130,2,0,0,,0,,0,0,,0
House,House,229000,To be done up,45,45,115,3,0,0,,0,,0,0,,0
House,House,249000,Good,559,559,145,3,0,0,,1,,0,0,,0
House,House,258000,To be done up,463,463,123,4,0,0,,1,,0,0,,0
House,House,278000,As new,95,95,90,2,0,1,,0,,0,0,,0
House,House,279000,To renovate,204,84,136,3,0,0,,1,120,0,0,,0
House,House,279000,To renovate,1405,1405,158,3,0,0,,0,,0,0,,0
House,House,285000,Good,740,740,195,4,0,0,,1,,0,0,,0
House,House,289000,Good,1875,1875,211,3,0,0,,1,,0,0,,0
House,Country house,289000,As new,420,70,95,2,0,0,,1,350,0,0,,0
House,House,293500,To renovate,155,113,137,3,0,0,2,1,42,0,0,,0
House,House,295000,To renovate,599,599,148,3,0,0,,1,,0,0,,0
House,House,297000,To renovate,3206,3206,133,2,0,0,,0,,0,0,,0
House,House,328000,Good,117,117,154,3,0,0,,0,,0,0,,0
House,House,337500,,100,74,160,4,0,0,,1,26,0,0,,0
House,House,339000,As new,1007,982,204,3,0,0,,1,,0,1,25,0
House,House,339500,As new,429,119,164,2,0,0,3,1,250,1,1,60,
House,House,348000,Just renovated,490,490,140,2,0,0,2,1,,0,0,,0
House,House,349000,,173,153,143,3,0,0,2,0,,0,1,20,0
House,House,349000,Good,170,170,145,4,0,1,,1,,0,0,,0
House,House,350000,As new,144,134,144,2,0,0,,0,,0,1,10,0
,,,,,,,,0,0,,0,,0,0,,
House,Manor house,379000,To renovate,665,165,140,3,0,0,4,1,500,0,0,,0
House,House,399000,As new,172,172,159,3,0,0,,0,,0,0,,0
House,House,399000,Good,397,359,263,3,0,0,,0,,0,1,38,0
House,House,415000,As new,330,301,221,3,0,1,,1,,0,1,29,0
House,House,434000,Good,6540,6540,340,6,0,0,,1,,0,0,,0
House,House,469000,As new,774,754,256,4,0,1,,1,,0,1,20,0
House,House,559000,To be done up,3825,3825,300,4,0,1,4,0,,0,0,,0
House,House,580000,,3125,3125,,3,0,0,,0,,0,0,,0
House,Villa,649000,,2228,2228,260,4,0,0,,0,,0,0,,0
House,Farmhouse,735000,To be done up,6900,3600,300,3,0,0,4,1,3300,0,0,,0
House,House,229000,Good,191,127,132,3,0,0,3,1,64,0,0,,0
House,House,345000,Good,1340,330,176,3,0,0,4,1,1000,0,1,10,0
House,Mansion,298000,To renovate,577,108,195,5,0,0,3,1,469,0,0,,0
House,House,232500,To renovate,108,98,170,4,0,0,2,0,,0,1,10,0
House,House,349000,As new,500,500,153,3,0,0,3,0,,0,0,,0
House,House,177000,Good,165,165,109,2,0,0,2,0,,0,0,,0
House,House,304500,As new,132,132,152,3,0,0,2,0,,0,0,,0
House,House,319000,Good,342,342,191,,0,0,3,0,,0,0,,0
House,House,325000,As new,231,231,231,4,0,0,,0,,0,0,,0
House,House,325000,Just renovated,65,46,145,4,0,1,2,1,11,0,1,8,0
House,Villa,499000,As new,544,544,210,3,0,1,4,0,,0,0,,0
House,House,219000,To renovate,201,201,122,2,0,0,2,0,,0,0,,0
House,House,373000,Good,115,96,185,2,0,0,2,0,,0,1,19,0
House,House,259000,Good,110,90,118,4,0,0,2,0,,0,1,20,0
House,House,295000,Good,295,126,150,3,0,0,3,1,144,0,1,25,0
House,Mixed-use building,299500,Just renovated,72,66,110,2,0,0,2,0,,0,1,6,1
House,House,315000,As new,125,67,219,4,0,0,,1,46,0,1,12,0
House,House,315000,As new,196,96,203,4,0,1,2,1,65,1,1,35,
,,,,,,,,0,0,,0,,0,0,,
House,House,325000,To renovate,155,65,,3,0,0,2,1,75,0,1,15,0
House,House,325000,Good,659,139,127,3,0,0,,1,500,0,1,20,0
House,House,369000,To be done up,1100,1100,,4,0,0,4,0,,0,0,,0
House,House,369000,Good,,,120,2,0,0,4,1,,0,1,30,0
House,House,399000,Good,908,398,163,3,0,0,4,1,450,0,1,60,0
House,House,399000,Good,600,600,175,3,0,0,3,1,,1,0,,
House,Country house,419000,Good,627,627,220,3,0,0,,0,,0,0,,0
House,House,460000,As new,360,360,183,3,0,0,3,0,,0,0,,0
House,Mixed-use building,480000,To be done up,310,260,326,3,0,0,4,1,50,0,0,,1
House,House,490000,As new,245,95,245,4,0,0,2,1,125,0,1,25,0
House,Villa,499999,Good,920,160,160,4,0,0,4,1,760,0,0,,
House,House,525000,Good,,,195,3,0,0,3,1,210,0,1,30,0
House,House,565000,As new,151,129,140,2,0,1,2,1,11,0,1,11,0
House,Apartment block,660000,To renovate,238,160,425,4,0,0,3,1,22,0,1,56,1
House,Villa,699000,Good,1400,1400,453,4,0,1,4,0,,0,0,,0
House,House,317000,As new,1807,107,90,2,0,0,4,1,1700,0,0,,0
House,House,269000,Good,153,98,131,3,0,0,2,1,55,0,0,,0
House,House,280000,To be done up,227,227,170,4,0,0,3,0,,0,0,,0
House,House,285000,Good,531,529,299,5,0,0,4,1,1,1,1,1,0
House,House,342000,Good,480,480,188,4,0,0,3,0,,0,0,,0
House,Town-house,398000,Good,206,206,360,4,0,0,3,0,,0,0,,0
House,Villa,495000,,392,392,210,3,0,0,,0,,0,0,,0
House,House,995000,Just renovated,303,303,330,3,0,0,2,0,,0,0,,0
House,New real estate project - Houses,229000255750,,,,,,0,0,,0,,0,0,,0
House,New real estate project - Houses,264400279500,,,,,,0,0,,0,,0,0,,0
House,House,418000,To be done up,935,210,256,3,0,1,4,1,725,0,0,,0
House,Apartment block,,Just renovated,310,310,260,,0,1,2,0,,0,0,,1
House,Mixed-use building,1175000,,1506,1506,1000,1,0,1,,1,,0,0,,1
House,House,275000,Good,102,102,106,3,0,0,2,0,,0,0,,0
House,House,289000,Good,295,295,178,3,0,1,2,0,,0,0,,0
House,House,,To be done up,,,240,7,0,0,,1,70,0,0,,0
House,House,239000,To renovate,440,440,195,5,0,0,2,1,,1,0,,0
House,House,,Just renovated,928,203,170,3,0,0,4,1,700,0,1,25,0
House,House,280000,,44,44,138,4,0,0,1,0,,0,0,,1
House,House,199000,,80,61,91,3,0,0,,1,19,0,0,,0
House,House,,To renovate,180,180,217,3,0,0,2,0,,0,0,,1
House,House,239000,Good,140,140,,4,0,0,2,0,,0,0,,0
House,House,279000,Good,280,90,95,2,0,0,3,1,170,0,1,20,
House,House,289000,Good,350,180,130,2,0,0,3,1,170,0,0,,0
House,House,289000,Good,110,110,142,4,0,1,2,0,,1,0,,
,,,,,,,,0,0,,0,,0,0,,
House,House,294000,Just renovated,120,120,158,3,0,0,1,1,,0,0,,
House,House,300000,To renovate,109,109,209,7,0,0,2,0,,0,0,,1
House,House,335000,,110,74,212,4,0,0,,0,,0,1,36,0
House,House,335000,Just renovated,74,74,112,3,0,1,2,0,,0,0,,
House,House,335000,Good,210,180,200,2,0,0,2,1,30,1,0,,
,,,,,,,,0,0,,0,,0,0,,
House,Town-house,349000,,295,110,210,5,0,1,2,1,165,0,1,20,0
House,Villa,349000,As new,1261,1261,222,3,0,0,4,0,,0,0,,
House,House,350000,As new,262,104,128,3,0,0,2,1,158,0,0,,0
House,House,358000,As new,155,93,170,3,0,1,2,1,50,0,1,12,0
House,House,361000,Good,733,-12,175,3,0,1,4,1,733,0,1,12,0
House,House,374000,Good,164,113,149,3,0,0,2,1,36,0,1,15,0
House,House,389000,As new,754,134,,3,0,0,4,1,600,0,1,20,0
House,House,395000,To be done up,720,720,,3,0,0,4,0,,0,0,,0
House,House,419000,Good,172,120,172,3,0,0,2,1,40,1,1,12,0
House,Villa,425000,Good,1350,1350,300,4,0,0,4,0,,0,0,,
House,House,439000,As new,606,286,,3,0,0,3,1,300,0,1,20,0
House,House,440000,Good,230,116,198,4,0,0,2,1,96,0,1,18,0
House,House,449000,As new,271,95,222,5,0,0,2,1,140,1,1,36,0
House,Villa,499000,As new,1680,380,230,4,0,0,4,1,1100,1,1,200,0
House,House,575000,,440,185,210,3,0,1,3,1,235,0,1,20,0
,,,,,,,,0,0,,0,,0,0,,
House,House,599000,,3530,3530,,4,0,0,4,0,,0,0,,0
House,Apartment block,625000,As new,78,53,212,3,0,0,2,0,,0,1,25,1
House,House,650000,As new,628,113,330,4,0,1,3,1,490,0,1,25,0
House,Villa,779000,Good,2406,2406,334,4,0,0,4,0,,1,0,,0
House,Villa,998500,,2096,513,460,6,0,0,4,1,1500,1,1,83,0
House,House,1150000,As new,923,623,368,5,0,1,3,0,,0,1,300,0
House,Farmhouse,1495000,To renovate,9124,9124,1200,4,0,0,,0,,0,0,,0
House,Mixed-use building,564000,Good,276,219,369,6,0,0,3,1,42,0,1,15,1
House,Villa,449000,Good,599,599,169,3,0,0,,1,,0,0,,0
House,House,195000,To renovate,275,275,141,3,0,0,2,0,,0,0,,0
House,House,260000,Good,187,187,164,3,0,0,3,0,,0,0,,0
House,House,289000,Good,374,62,220,3,0,0,2,1,302,0,1,10,0
House,House,485000,Good,549,549,200,3,0,1,3,0,,0,0,,0
House,House,375000,Just renovated,260,60,145,3,0,0,2,1,200,0,0,,0
House,House,435000,As new,138,136,192,3,0,0,2,1,1,0,1,1,0
House,House,489000,,131,71,158,3,0,0,2,1,60,0,0,,0
House,Town-house,325000,Good,250,228,227,3,0,1,2,0,,1,1,22,0
House,House,289000,,235,235,96,3,0,0,2,0,,0,0,,
House,Villa,1065000,As new,7072,7072,468,4,0,1,4,0,,0,0,,
House,House,545000,As new,810,810,220,3,0,0,,1,,0,0,,0
House,House,245000,Good,90,48,87,2,0,0,2,1,30,0,1,12,0
House,Town-house,299000,To renovate,195,96,150,3,0,0,2,1,99,0,0,,0
House,Exceptional property,675000,Good,190,113,242,3,0,1,2,1,62,0,1,15,0
House,House,369000,Good,1275,1275,264,4,0,0,4,1,,0,0,,0
House,House,,,105,80,93,1,0,1,2,0,,0,1,25,0
House,House,235000,To renovate,150,150,125,3,0,1,3,0,,0,0,,0
House,Town-house,395000,To be done up,100,84,289,3,0,1,2,0,,0,1,16,0
House,House,198000,To renovate,350,100,150,4,0,0,3,1,250,0,0,,0
House,House,239000,As new,135,135,102,3,0,0,2,0,,0,0,,0
House,Mixed-use building,249900,Good,30,30,85,1,0,0,2,0,,0,0,,1
House,House,269000,To be done up,106,106,130,3,0,0,2,0,,0,0,,
House,House,286000,As new,870,870,88,2,0,1,4,0,,0,0,,
House,Apartment block,299000,To be done up,,,128,4,0,0,2,0,,0,0,,1
House,House,345000,Good,379,164,168,3,0,0,3,1,215,0,0,,0
House,House,348000,Good,136,136,150,3,0,0,2,0,,0,0,,0
House,House,359000,As new,670,670,145,4,1,0,4,0,,0,0,,0
House,Town-house,389000,Good,235,119,205,4,0,0,2,1,104,0,1,12,0
House,House,395000,To be done up,9450,9450,,2,0,0,,1,,0,0,,0
House,House,445000,As new,650,150,175,4,0,0,4,1,500,0,0,,0
House,House,450000,To renovate,2000,2000,210,3,0,0,4,0,,0,0,,
House,Apartment block,495000,As new,120,80,220,3,0,0,2,1,40,0,0,,1
House,House,595000,Good,1252,1252,288,4,0,0,,0,,0,0,,0
House,Villa,725000,Good,7671,7671,,3,0,0,,1,,0,0,,0
House,Villa,949500,To be done up,4962,4962,320,4,0,0,4,0,,1,0,,
House,Villa,1995000,As new,3206,706,1000,6,0,0,4,1,2500,0,0,,0
House,House,299500,Good,164,164,184,3,0,0,,1,,0,0,,0
House,House,,To be done up,603,304,,3,0,0,,1,280,1,1,19,0
House,House,229000,Good,80,50,80,2,0,0,1,1,20,1,1,10,0
House,Other properties,244000,,,,84,2,0,0,3,1,,0,0,,0
House,House,246000,Good,327,207,,3,0,0,3,1,120,0,0,,
House,Exceptional property,255000,Good,50,50,215,4,0,0,2,0,,0,0,,0
House,House,287000,Just renovated,112,52,125,2,0,0,2,1,30,0,1,30,0
House,House,385000,As new,300,179,204,3,0,0,3,1,100,0,1,21,0
House,House,389000,As new,330,164,175,4,0,1,3,1,160,0,1,6,0
House,Country house,495000,Just renovated,1505,1505,280,3,0,0,4,0,,0,0,,0
House,Apartment block,495000,Good,127,88,300,6,0,0,2,1,9,0,1,30,1
House,House,269000,,170,170,135,3,0,0,2,0,,0,0,,0
House,House,198000,To be done up,163,163,145,3,0,0,2,0,,0,0,,0
House,House,247000,To renovate,155,155,187,4,0,0,2,0,,0,0,,0
House,House,,Good,308,308,176,4,0,0,3,0,,0,0,,0
House,Exceptional property,725000,As new,3311,3311,580,10,0,0,4,1,,1,0,,0
House,House,249900,To be done up,90,75,147,4,0,0,2,1,15,0,0,,0
House,House,499000,Good,880,880,210,4,0,0,,0,,0,0,,0
,,,,,,,,0,0,,0,,0,0,,
House,House,389000,Good,,,154,3,0,1,,1,50,0,1,11,0
House,House,345000,As new,62,37,156,5,0,0,,0,,0,1,25,0
House,House,399000,As new,300,180,190,3,0,1,3,1,100,0,1,20,0
House,House,549000,As new,235,77,388,4,0,1,3,0,,0,1,158,0
House,House,359000,As new,471,471,204,3,0,1,4,0,,0,0,,0
House,House,54900500,Good,212,142,110,2,0,0,3,1,70,0,0,,0
House,Chalet,125000,Good,564,564,86,2,0,0,4,0,,0,0,,0
House,House,184000,Good,60,60,146,4,0,0,2,0,,0,0,,
House,House,199000,To renovate,325,0,184,3,0,0,2,1,325,0,0,,0
House,House,220000,Good,113,78,163,3,0,0,2,1,35,0,0,,0
House,House,229000,Good,2868,2868,250,3,0,1,4,0,,0,0,,0
House,House,230000,To renovate,326,326,175,3,0,0,3,0,,0,0,,0
House,House,248000,Good,64,45,123,4,0,0,2,1,19,0,0,,
House,House,275000,To renovate,315,135,216,4,0,0,2,1,180,0,0,,0
House,House,279000,Good,700,200,110,2,0,0,2,1,500,0,0,,0
House,House,294900,Good,229,229,128,3,0,0,3,0,,0,0,,0
House,Chalet,295000,As new,1588,1538,188,3,0,1,4,0,,0,1,50,0
House,House,309000,To renovate,840,0,175,4,0,0,4,1,840,0,0,,0
House,House,325000,Just renovated,300,300,120,3,0,1,2,0,,0,0,,0
House,House,325000,To renovate,507,507,124,2,0,0,3,0,,0,0,,0
House,House,329900,,392,392,141,3,0,0,4,0,,0,0,,0
House,House,349000,Good,65,65,185,5,0,0,2,0,,0,0,,0
House,Mixed-use building,372000,To renovate,350,238,437,4,0,0,2,1,67,1,1,45,1
House,House,379000,As new,371,371,150,3,0,0,4,0,,0,0,,0
House,House,385000,Just renovated,358,358,305,3,0,0,2,0,,0,0,,0
House,House,392000,Just renovated,160,73,210,3,0,0,2,1,72,0,1,15,
House,Town-house,397900,As new,180,80,175,2,0,1,2,1,100,0,0,,0
House,House,398000,Good,329,329,221,2,0,0,4,1,,0,0,,0
,,,,,,,,0,0,,0,,0,0,,
House,Mixed-use building,455000,As new,187,187,250,5,0,0,2,0,,0,0,,1
House,House,469000,,320,190,265,4,0,1,3,1,110,0,1,20,0
House,House,480000,To be done up,310,260,326,3,0,0,4,1,50,0,0,,0
House,House,485000,Good,634,84,235,4,0,1,2,1,520,0,1,30,0
House,House,498000,Good,391,359,467,3,0,0,2,0,,1,1,32,0
House,Exceptional property,525000,As new,713,713,225,5,0,1,4,0,,0,0,,0
House,House,525000,Good,293,293,150,4,0,0,2,0,,0,0,,0
House,House,525000,As new,279,89,170,4,0,1,2,1,172,0,1,18,0
House,Mixed-use building,549000,Good,106,106,250,3,0,0,2,0,,0,0,,1
House,Mansion,550000,As new,1078,1078,323,6,0,0,3,0,,0,0,,0
House,House,655000,Good,982,542,251,4,0,0,4,1,400,0,1,40,0
House,Villa,690000,As new,1115,1115,258,3,0,1,4,0,,0,0,,0
House,Apartment block,839000,Good,,,316,7,0,1,2,1,20,0,1,10,1
House,Apartment block,890000,As new,68,68,290,4,0,1,2,0,,0,0,,1
House,Villa,990000,To be done up,1054,1054,262,4,0,0,4,0,,0,0,,0
House,Mansion,1000000,To be done up,1674,1674,,5,0,1,2,0,,0,0,,0
House,Villa,1150000,Good,2427,2427,460,5,0,0,4,0,,1,0,,0
House,House,1250000,,3489,3489,178,5,0,0,3,0,,0,0,,0
House,Villa,1300000,To renovate,798,798,299,6,0,0,4,0,,1,0,,0
House,Villa,1350000,Good,1604,1604,530,5,0,0,4,0,,0,0,,0
House,Mansion,2430000,Good,446,446,592,7,0,0,3,0,,0,0,,0
House,Villa,2700000,Good,1011,976,500,5,0,0,4,0,,1,1,35,0
House,House,227000,Good,475,475,160,3,0,0,4,0,,0,0,,0
House,House,320000,As new,65,52,115,1,0,0,2,0,,0,1,13,0
House,Apartment block,367000,Good,111,81,150,4,0,0,2,0,,0,1,30,1
House,House,215000,To renovate,310,190,120,4,0,0,3,1,120,0,0,,0
House,House,315000,,185,65,140,4,0,0,2,1,120,0,0,,0
House,Mansion,360000,Good,415,90,180,2,0,0,2,1,305,0,1,20,0
House,House,799000,As new,327,207,570,4,0,0,2,1,120,1,0,,0
House,Mansion,310000,To be done up,640,640,250,4,0,0,3,0,,0,0,,0
House,House,340000,Good,140,80,130,2,0,0,,1,60,0,0,,0
House,House,479000,As new,,,212,3,0,1,3,0,,0,0,,0
House,House,365000,To be done up,252,166,182,2,0,0,3,1,86,0,0,,0
House,House,370000,Good,236,164,210,3,0,0,2,1,67,0,1,5,0
House,House,406000,As new,185,184,148,3,0,0,2,1,1,0,0,,0
House,House,589000,Good,80,80,275,4,0,0,2,0,,0,0,,0
House,House,595000,Good,315,315,165,3,0,0,3,0,,0,0,,0
House,House,,To be done up,167,47,140,2,0,0,,1,89,0,1,31,0
House,House,295000,As new,149,128,128,3,0,1,,1,,0,1,21,0
House,House,327500,As new,296,296,,3,0,1,3,0,,0,0,,0
House,House,415000,Good,549,294,145,2,0,1,4,1,200,0,1,55,0
House,Town-house,545000,Just renovated,268,160,223,3,0,0,2,1,108,0,0,,0
House,House,535000,As new,649,649,,4,0,0,4,0,,0,0,,0
House,House,539000,As new,975,975,,4,0,1,3,0,,0,0,,0
House,Mixed-use building,229900,To be done up,81,81,154,2,0,0,2,0,,0,0,,1
House,House,256000,To renovate,1025,25,190,3,0,0,3,1,1000,0,0,,0
House,House,265000,As new,93,93,123,4,0,1,2,0,,0,0,,0
House,House,289000,To renovate,852,852,160,3,0,0,4,0,,0,0,,0
House,House,296000,To be done up,,,110,3,0,0,,1,4800,0,1,20,0
House,House,308000,Just renovated,282,282,160,3,0,0,,1,,0,0,,0
House,House,325000,As new,217,185,180,3,0,0,2,0,,0,1,32,
House,House,329000,To renovate,494,222,191,4,0,0,3,1,256,0,1,16,0
House,House,347500,Good,67,67,162,5,0,0,3,0,,0,0,,0
House,House,359000,As new,,,205,4,0,1,,0,,0,1,71,0
House,House,379000,Good,102,30,200,3,0,1,2,1,36,0,1,36,0
House,House,398000,Good,292,120,230,3,0,1,3,1,145,1,1,27,0
House,Mixed-use building,399000,To renovate,335,267,517,3,0,0,2,1,68,0,0,,1
House,House,406500,As new,259,259,169,3,1,0,2,1,,0,0,,0
House,House,450000,As new,610,156,156,1,0,0,3,1,454,0,0,,
House,Apartment block,495000,To be done up,433,119,403,5,0,0,2,1,300,0,1,14,1
House,House,535000,As new,409,166,169,4,0,1,3,1,190,0,1,53,0
House,Villa,545000,Good,717,157,207,3,0,0,4,1,540,0,1,20,0
House,House,550000,Just renovated,175,175,480,4,0,0,2,1,,0,0,,0
,,,,,,,,0,0,,0,,0,0,,
House,House,649000,,1515,1515,257,3,0,0,4,0,,0,0,,0
House,Exceptional property,695000,,235,140,390,3,0,1,2,1,80,0,1,15,0
House,Exceptional property,695000,,235,140,390,3,0,1,2,1,80,0,1,15,0
House,Mixed-use building,850000,Good,448,448,565,5,0,0,2,0,,0,0,,1
House,House,365000,To be done up,375,313,176,3,0,0,,1,62,0,0,,0
House,House,310000,To renovate,384,384,119,1,0,0,3,0,,0,0,,0
House,House,352000,,639,639,153,3,0,0,3,1,,0,0,,0
House,House,470000,As new,473,473,212,4,0,0,3,0,,0,0,,0
House,House,295000,As new,42,42,95,3,0,1,2,0,,0,0,,0
House,House,445000,As new,284,78,170,4,0,0,2,1,182,0,1,24,0
House,House,278000,As new,1080,1080,136,3,0,1,4,0,,0,0,,0
House,House,345000,Good,307,307,183,3,0,0,3,1,,0,0,,0
House,House,,,124,74,102,1,0,0,,1,50,0,0,,0
House,House,275000,Good,57,57,150,3,0,0,3,0,,0,0,,0
House,House,,To be done up,990,990,1252,2,0,0,2,0,,0,0,,
House,House,369000,Good,330,330,121,3,0,1,3,0,,0,0,,0
House,House,530000,,314,314,596,5,0,0,,0,,0,0,,1
House,House,549000,,465,57,207,5,0,0,3,1,408,0,0,,0
House,Chalet,76000,Good,210,210,70,1,0,0,4,0,,0,0,,0
House,House,180000,To renovate,180,180,90,2,0,0,2,0,,0,0,,0
House,House,207000,To be done up,1652,1632,139,3,0,0,4,1,,0,1,20,
House,House,215000,To renovate,510,-5770,120,2,0,0,3,1,280,0,1,6000,0
House,House,239900,To be done up,207,207,267,4,0,0,3,0,,0,0,,
,,,,,,,,0,0,,0,,0,0,,
House,House,249500,To renovate,195,80,120,2,0,0,2,1,115,0,0,,0
,,,,,,,,0,0,,0,,0,0,,
House,House,275000,Good,163,163,148,4,0,0,2,0,,0,0,,0
House,Town-house,285000,To be done up,136,80,130,2,0,0,2,1,56,0,0,,0
House,Town-house,289000,To renovate,195,195,125,3,0,0,2,0,,0,0,,0
House,House,295000,Good,131,91,76,3,0,0,2,1,40,0,0,,0
House,House,329000,Good,302,92,155,4,0,1,2,1,210,0,0,,0
House,House,329000,Good,250,250,167,3,0,0,3,0,,0,0,,0
House,House,335000,Good,144,144,,2,0,0,3,0,,0,0,,0
House,Exceptional property,349000,,120,99,200,2,0,1,2,0,,1,1,21,0
House,House,349000,Good,495,495,160,3,0,0,3,0,,0,0,,0
House,House,360000,Good,250,110,190,5,0,0,2,1,140,0,0,,0
House,House,369000,Just renovated,65,45,120,3,0,1,2,1,10,0,1,10,0
House,House,375000,Good,399,399,170,4,0,0,2,0,,0,0,,0
House,Apartment block,420000,Good,439,434,,4,0,0,2,0,,0,1,5,1
House,House,435000,As new,353,333,176,3,0,1,4,0,,0,1,20,0
House,House,445000,To restore,823,823,135,2,0,0,3,0,,0,0,,0
,,,,,,,,0,0,,0,,0,0,,
House,House,460000,To be done up,136,136,353,5,0,0,2,0,,0,0,,0
House,Mansion,469000,As new,111,72,210,3,0,0,2,1,30,0,1,9,
House,Villa,470000,As new,1505,1505,369,6,0,1,4,0,,0,0,,0
House,House,475000,Good,468,468,287,4,0,0,4,0,,0,0,,0
House,Villa,589000,,748,748,272,3,0,0,4,0,,0,0,,0
House,Villa,649000,Good,1080,1080,284,4,0,1,4,0,,0,0,,0
House,House,699000,Good,453,453,300,5,0,0,2,0,,0,0,,0
House,House,1150000,To be done up,20041,20041,300,5,0,0,4,0,,0,0,,
House,Apartment block,1200000,To renovate,320,311,882,4,0,0,2,0,,0,1,9,1
House,Manor house,1295000,As new,2943,2943,455,5,0,0,4,0,,1,0,,0
House,Villa,1395000,As new,12638,12638,301,3,0,0,4,0,,0,0,,0
House,House,2430000,As new,446,446,,7,0,0,3,0,,1,0,,0
House,Exceptional property,365000,To be done up,1115,1115,220,4,0,0,4,1,,0,0,,0
House,House,267000,Good,171,151,151,3,0,0,2,0,,0,1,20,0
House,House,278000,,341,341,134,3,0,0,3,0,,0,0,,0
House,House,289000,Just renovated,114,69,119,2,0,1,2,1,45,0,0,,0
House,House,345000,,120,57,155,3,0,1,2,1,59,0,1,4,0
